Uniprot	GN	PN	Strain	Factor	median.k	mad.k
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	aj	ctrl	0.7433595	0.3098404197
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	aj	iso	0.333203	0.1388128728
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	balbc	ctrl	0.238965	0
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	balbc	iso	31.3	0
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	c57	ctrl	0.207959	0
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	c57	iso	0.240796	0.1270491831
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	cej	ctrl	0.3839845	0.0173738481
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	cej	iso	0.425977	0.1534728216
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	dba	ctrl	0.390576	0.0338433102000001
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	dba	iso	0.486523	0
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	fvb	ctrl	0.977734	0.2345517678
Q62448	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	fvb	iso	0.696484	0.564663036
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	aj	ctrl	0.1312075	0.0366936087
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	aj	iso	0.20094	9.04386000000081e-05
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	balbc	ctrl	0.145032	0.0618051462
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	balbc	iso	0.2862065	0.0606287031
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	c57	ctrl	0.144604	0
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	c57	iso	0.17793	0
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	cej	ctrl	0.12782	0
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	cej	iso	0.227002	0.0579148038
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	dba	ctrl	0.136914	0
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	dba	iso	0.221875	0.0195465984
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	fvb	ctrl	0.13136	0.0335719944
Q62465	Vat1	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	fvb	iso	0.120679	0
Q62523	Zyx	Zyxin	aj	ctrl	0.141553	0
Q62523	Zyx	Zyxin	aj	iso	0.185986	0.011401194
Q62523	Zyx	Zyxin	balbc	ctrl	0.205762	0.016649598
Q62523	Zyx	Zyxin	balbc	iso	0.2411625	0.0180988395
Q62523	Zyx	Zyxin	c57	ctrl	0.1536985	0.0114923739
Q62523	Zyx	Zyxin	c57	iso	0.16792	0
Q62523	Zyx	Zyxin	cej	ctrl	0.1756105	0.00760129020000001
Q62523	Zyx	Zyxin	cej	iso	0.1829345	0.0729357657
Q62523	Zyx	Zyxin	dba	ctrl	0.5177735	0.4879258839
Q62523	Zyx	Zyxin	dba	iso	0.306348	0.1187236428
Q62523	Zyx	Zyxin	fvb	ctrl	0.179639	0.0361961964
Q62523	Zyx	Zyxin	fvb	iso	0.183301	0.0459694956
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	aj	iso	0.2832765	0.1384503771
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	balbc	ctrl	0.333936	0.0133923258
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	balbc	iso	0.217969	0.0072395358
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	c57	ctrl	0.363477	0
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	c57	iso	0.5041015	0.3518276517
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	cej	ctrl	0.204541	0
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	cej	iso	0.258496	0
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	dba	ctrl	1.829297	1.7866486428
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	dba	iso	127.787549	189.0499598526
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	fvb	ctrl	0.145581	0
Q63810	Ppp3r1	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	fvb	iso	0.272656	0
Q63829	Commd3	COMM domain-containing protein 3 (Bmi-1 upstream gene protein) (Bup protein)	aj	ctrl	0.155469	0
Q63829	Commd3	COMM domain-containing protein 3 (Bmi-1 upstream gene protein) (Bup protein)	balbc	ctrl	0.420117	0
Q63829	Commd3	COMM domain-containing protein 3 (Bmi-1 upstream gene protein) (Bup protein)	cej	iso	0.350293	0
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	aj	ctrl	0.191113	0
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	aj	iso	0.2128415	0.1712084241
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	balbc	ctrl	0.166211	0
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	c57	ctrl	0.1618165	0.0405394731
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	c57	iso	0.119946	0
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	cej	ctrl	0.2207765	0.0363778149
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	cej	iso	0.206189	0.0999924744
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	dba	iso	0.233838	0
Q63844	Mapk3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	fvb	ctrl	0.171826	0
Q63850	Nup62	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	aj	iso	0.212598	0
Q63850	Nup62	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	c57	ctrl	0.185254	0
Q63850	Nup62	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	c57	iso	0.230908	0
Q63850	Nup62	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	cej	ctrl	0.185986	0
Q63850	Nup62	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	dba	iso	31.3	0
Q63850	Nup62	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	fvb	iso	0.307813	0
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	aj	ctrl	0.042676	0
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	aj	iso	0.103467	0.0304051608
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	balbc	ctrl	0.104687	0.00759980760000001
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	balbc	iso	0.104687	0.022802388
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	c57	ctrl	0.0690735	0.027961836
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	c57	iso	0.106213	0.01312101
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	cej	ctrl	0.0994995	0.0255185112
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	cej	iso	0.1178105	0.0299522265
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	dba	ctrl	0.0986145	0.0286401255
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	dba	iso	0.122632	0.0224421162
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	fvb	ctrl	0.0912445	0.0210165963
Q63918	Sdpr	Serum deprivation-response protein (Cavin-2) (Phosphatidylserine-binding protein)	fvb	iso	0.097974	0.023165625
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	balbc	ctrl	0.2091185	0.00371020650000001
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	balbc	iso	0.247754	0
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	cej	ctrl	0.098706	0
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	cej	iso	7.722058	11.2350568092
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	dba	iso	0.220654	0
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	fvb	ctrl	0.1604735	0.00199113180000002
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	fvb	iso	0.190381	0.0199083528
Q63961	Eng	Endoglin (Cell surface MJ7/18 antigen) (CD antigen CD105)	aj	ctrl	1.940625	0
Q63961	Eng	Endoglin (Cell surface MJ7/18 antigen) (CD antigen CD105)	aj	iso	2.471875	0
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	aj	ctrl	0.120801	0
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	aj	iso	0.190137	0.0287757834
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	balbc	ctrl	0.17915	0.0591809442
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	balbc	iso	0.202588	0.0233465022
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	c57	ctrl	0.128735	0.0255185112
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	c57	iso	0.224072	0
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	cej	ctrl	0.1582765	0.0230751864
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	cej	iso	0.152234	0.015745212
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	dba	ctrl	0.17146	0.00343814939999998
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	dba	iso	0.2245605	0.0218987433
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	fvb	ctrl	0.1684695	0.0138452601
Q64010	Crk	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	fvb	iso	0.164075	0.0159260892
Q64012	Raly	RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein)	balbc	iso	0.275586	0
Q64012	Raly	RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein)	c57	ctrl	0.246289	0
Q64012	Raly	RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein)	c57	iso	0.246777	0
Q64012	Raly	RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein)	cej	iso	0.470898	0
Q64012	Raly	RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein)	dba	iso	11.3	0
Q64012	Raly	RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein)	fvb	iso	0.190381	0
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	aj	ctrl	0.082654	0.000180877200000006
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	aj	iso	0.089307	0.0233465022
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	balbc	ctrl	0.0761235	0.0171707319
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	balbc	iso	0.092755	0.0076917288
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	c57	ctrl	0.0662505	0.0142522338
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	c57	iso	0.074719	0.0180076596
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	cej	ctrl	0.070081	0.0173301114
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	cej	iso	0.093152	0.0317617398
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	dba	ctrl	0.0649235	0.00574581630000001
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	dba	iso	0.065503	0.0142981944
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	fvb	ctrl	0.086987	0.025337634
Q64105	Spr	Sepiapterin reductase (SPR) (EC 1.1.1.153)	fvb	iso	0.08717	0.0122151414
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	aj	ctrl	0.038159	0
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	aj	iso	0.049756	0
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	balbc	ctrl	0.0855835	0.00389108369999999
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	balbc	iso	0.057263	0
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	cej	ctrl	0.048596	0
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	dba	ctrl	0.0501525	0.0102707115
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	dba	iso	0.073193	0
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	fvb	ctrl	0.100293	0
Q64133	Maoa	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	fvb	iso	0.071362	0
Q64152	Btf3	Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)	aj	ctrl	0.411816	0
Q64152	Btf3	Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)	aj	iso	0.6051755	0.4872023751
Q64152	Btf3	Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)	cej	ctrl	0.281689	0
Q64152	Btf3	Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)	cej	iso	0.139722	0
Q64152	Btf3	Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)	dba	ctrl	0.191113	0
Q64152	Btf3	Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)	dba	iso	0.228711	0
Q64191	Aga	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26) (Aspartylglucosaminidase) (AGA) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain]	balbc	iso	0.187207	0
Q64213	Sf1	Splicing factor 1 (CW17) (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (mZFM) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	balbc	iso	0.358594	0.00506752680000001
Q64213	Sf1	Splicing factor 1 (CW17) (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (mZFM) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	cej	ctrl	0.207471	0
Q64213	Sf1	Splicing factor 1 (CW17) (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (mZFM) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	cej	iso	0.240918	0
Q64213	Sf1	Splicing factor 1 (CW17) (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (mZFM) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	dba	iso	0.296948	0.00742041300000001
Q64310	Surf4	Surfeit locus protein 4	aj	iso	0.196118	0
Q64310	Surf4	Surfeit locus protein 4	balbc	ctrl	0.164258	0
Q64310	Surf4	Surfeit locus protein 4	balbc	iso	0.242383	0
Q64310	Surf4	Surfeit locus protein 4	c57	ctrl	0.095288	0.0150217032
Q64310	Surf4	Surfeit locus protein 4	c57	iso	0.14729	0.0609911988
Q64310	Surf4	Surfeit locus protein 4	cej	ctrl	0.153516	0
Q64310	Surf4	Surfeit locus protein 4	cej	iso	0.153027	0
Q64310	Surf4	Surfeit locus protein 4	dba	ctrl	0.142651	0
Q64310	Surf4	Surfeit locus protein 4	dba	iso	0.18501	0.0282331518
Q64310	Surf4	Surfeit locus protein 4	fvb	ctrl	0.083081	0
Q64310	Surf4	Surfeit locus protein 4	fvb	iso	0.107373	0
Q64314	Cd34	Hematopoietic progenitor cell antigen CD34 (CD antigen CD34)	balbc	ctrl	0.3583495	0.0553802991
Q64314	Cd34	Hematopoietic progenitor cell antigen CD34 (CD antigen CD34)	balbc	iso	0.385938	0
Q64314	Cd34	Hematopoietic progenitor cell antigen CD34 (CD antigen CD34)	c57	ctrl	0.803906	0
Q64314	Cd34	Hematopoietic progenitor cell antigen CD34 (CD antigen CD34)	cej	ctrl	0.263379	0.018821607
Q64314	Cd34	Hematopoietic progenitor cell antigen CD34 (CD antigen CD34)	cej	iso	0.325391	0
Q64314	Cd34	Hematopoietic progenitor cell antigen CD34 (CD antigen CD34)	dba	ctrl	0.2436035	0.0104975493
Q64314	Cd34	Hematopoietic progenitor cell antigen CD34 (CD antigen CD34)	dba	iso	0.329297	0.0564663036
Q64337	Sqstm1	Sequestosome-1 (STONE14) (Ubiquitin-binding protein p62)	c57	iso	0.883984	0
Q64337	Sqstm1	Sequestosome-1 (STONE14) (Ubiquitin-binding protein p62)	fvb	iso	0.787305	0
Q64338	Pde1c	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C (Cam-PDE 1C) (EC 3.1.4.17)	cej	ctrl	0.195508	0
Q64338	Pde1c	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C (Cam-PDE 1C) (EC 3.1.4.17)	cej	iso	0.232373	0
Q64339	Isg15	Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein)	cej	iso	0.185498	0
Q64339	Isg15	Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein)	dba	ctrl	0.11311	0
Q64339	Isg15	Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein)	dba	iso	0.226758	0
Q64378	Fkbp5	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)	aj	iso	0.708936	0.6099075402
Q64378	Fkbp5	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)	balbc	iso	0.411328	0
Q64378	Fkbp5	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)	c57	ctrl	0.203809	0
Q64378	Fkbp5	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)	c57	iso	0.398145	0
Q64378	Fkbp5	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)	cej	ctrl	0.310254	0
Q64378	Fkbp5	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)	dba	iso	0.95625	0.04633125
Q64433	Hspe1	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	aj	ctrl	0.036145	0
Q64433	Hspe1	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	aj	iso	0.039471	0.00649230540000001
Q64433	Hspe1	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	balbc	ctrl	0.0568055	0.00999939569999999
Q64433	Hspe1	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	balbc	iso	0.041028	0.0077821674
Q64433	Hspe1	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	c57	ctrl	0.0451935	0.0185955105
